,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Google Translator,Easwaran - Google,Gandhi - Google,Purohit - Google
187,10,24,"The fire, the light, the moon-god, the six months of the northern cycle of the sun-goddess, go there.   ","  By Me, unmanifest in form, this whole world is pervaded; all beings are in  Me, I am not in them.   "," Their hopes are vain, their actions worthless, their knowledge futile; they are without sense, deceitful, barbarous and godless. ","The threefold knowledge of the demigods, who are purified by the sacrifices of pure sins, worship Me and pray for heaven after attaining heaven.   ",0.3375836,0.4482352,0.22545666
188,10,25,"Smoke, night, Kṛṣṇa and six months are the southern directions of the moon. .","  And yet those beings are not in Me. That indeed is My unique power as Lord!  Sustainer of all beings, I am not in them; My Self brings them into existence.   "," But the Great Souls, O Arjuna! Filled with My Divine Spirit, they worship Me, they fix their minds on Me and on Me alone, for they know that I am the imperishable Source of being. ","After enjoying the great world of heaven, they enter into the world of heavenly planets, and when they have attained the customs of the Trinity, they will attain the same way as they have attained the path of the Trinity.   ",0.13188042,0.27517378,0.39323595
189,10,26,"When Lord Kṛṣṇa is eternally present in the universe, the Supreme Personality of Godhead, who is eternally present, attains the eternal state of the universe. .","  As the mighty wind, moving everywhere, is ever contained in ether, even so  know that all beings are contained in Me.   "," Always extolling Me, strenuous, firm in their vows, prostrating themselves before Me, they worship Me continually with concentrated devotion. ","Those who worship Me, thinking of Me, are always engaged in the practice of yoga, I shall bear the safety of yoga.   ",0.31423795,0.35759884,0.51108474
190,10,27,"O son of Pṛthā, I am not deluded by the yogīs, O son of Pṛthā, at all times, O Arjuna, at all times.   ","  All beings, O Arjuna, merge into my prakriti, at the end of a kalpa, and I  send them forth again when a kalpa begins.   "," Others worship Me with full consciousness as the One, the Manifold, the Omnipresent, the Universal. ","O son of Kunti, those who are devoted to other demigods and who worship Me with faith are also sacrificed to Me.   ",0.44915527,0.45119655,0.48086703
191,10,28,"The yogī who knows all this is the first place where the fruits of the Vedas are described in the Vedas, sacrifices, austerities and gifts. .","  Resorting to my prakriti, I send forth again and again this multitude of  beings, powerless under the sway of prakriti.   "," I am the Oblation, the Sacrifice and the Worship; I am the Fuel and the Chant, I am the Butter offered to the fire, I am the Fire itself, and I am the Act of offering. ",I am the enjoyer and master of all sacrifices but they do not know Me in truth.   ,0.38297114,0.36409998,0.44467652
192,10,29," KRISHNA:  Because of your faith, I shall tell you the most profound of secrets: obtaining both jnana and vijnana, you will be free from all evil. ","  But all this activity, O Arjuna, does not bind Me, seated as one  indifferent, unattached to it.   ", I am the Father of the universe and its Mother; I am its Nourisher and its Grandfather; I am the Knowable and the Pure; I am Om; and I am the Sacred Scriptures. ,"Those who are devoted to the demigods go to the demigods, the forefathers, the forefathers, the vows of all living entities. .",0.3005463,0.29882163,0.40542692
193,10,30," This royal knowledge, this royal secret, is the greatest purifier. Righteous and imperishable, it is a joy to practice and can be directly experienced. ","  With me as Presiding Witness, prakriti gives birth to all that moves and does  not move; and because of this, O Arjuna, the wheel of the world keeps going.   "," I am the Goal, the Sustainer, the Lord, the Witness, the Home, the Shelter, the Lover and the Origin; I am Life and Death; I am the Fountain and the Seed Imperishable. ","I offer myself with devotion to the Supreme Personality of Godhead who offers me leaves, flowers, fruits and water with devotion to Me. .",0.322075,0.36903167,0.529969
194,10,31," But those who have no faith in the supreme law of life do not find me, Arjuna. They return to the world, passing from death to death. ","  Not knowing My transcendent nature as the sovereign Lord of all beings,  fools condemn Me incarnated as man.   "," I am the Heat of the Sun, I release and hold back the Rains. I am Death and Immortality; I am Being and Not-Being. ","Whatever you do, O son of Kunti, please do whatever you do, O son of Kunti.   ",0.33957887,0.36218232,0.28999424
195,10,32,"  I pervade the entire universe in my unmanifested form. All creatures find their existence in me, but I am not limited by them. ","  Vain are the hopes, actions and knowledge of those witless ones who have  resorted to the delusive nature of monsters and devils.   "," Those who are versed in the scriptures, who drink the mystic Soma-juice and are purified from sin, but who while worshipping Me with sacrifices pray that I will lead them to heaven; they reach the holy world where lives the Controller of the Powers of Nature, and they enjoy the feasts of Paradise. ",You will be freed from the fruits of your actions by the fruits of auspicious rituals and by the practice of renunciation and yoga You will be liberated. .,0.21884407,0.26714948,0.3077128
196,10,33," Behold my divine mystery! These creatures do not really dwell in me, and though I bring them forth and support them, I am not confined within them. ","  But those great souls who resort to the divine nature, O Arjuna, know Me as  the Imperishable Source of all beings and worship Me with an undivided mind.   "," Yet although they enjoy the spacious glories of Paradise, nevertheless, when their merit is exhausted, they are born again into this world of mortals. They have followed the letter of the scriptures, yet because they have sought but to fulfill their own desires, they must depart and return again and again. ",I am equal to all living beings and I am not hated by Me. Those who worship Me in Me and who worship Me in Me in Me. .,0.4331164,0.5238729,0.17621088
197,10,34, They move in me as the winds move in every direction in space. ,"  Always declaring My glory, striving in steadfast faith, they do Me devout  homage; ever attached to Me, they worship Me.   "," But if a man will meditate on Me and Me alone, and will worship Me always and everywhere, I will take upon Myself the fulfillment of his aspiration, and I will safeguard whatsoever he shall attain. ","If a person who is very difficult to conduct himself is a devotee of Me, he should be considered as a saintly person. .",0.006797578,0.44283178,0.5512083
198,10,35,  At the end of the eon these creatures return to unmanifested matter; at the beginning of the next cycle I send them forth again. ,"  Yet others, with knowledge-sacrifice, worship Me, who am to be seen  everywhere, as one, as different or as many.   "," Even those who worship the lesser Powers, if they do so with faith, they thereby worship Me, though not in the right way. ","O son of Kunti, I will soon become a righteous person who has attained eternal peace.   ",0.18615694,0.4540228,0.40112352
199,10,36," Controlling my prakriti, again and again I bring forth these myriad forms and subject them to the laws of prakriti. ",  I am the sacrificial vow; I am the sacrifice; I the ancestral oblation; I the herb;  I the sacred text; I the clarified butter; I the fire; I the burnt offering.   ," I am the willing recipient of sacrifice, and I am its true Lord. But these do not know me in truth, and so they sink back. ","O son of Pṛthā, those who take refuge in Me, O son of Pṛthā, who are born of sinful deeds, who are alive and who are alive, attain to the supreme destination.   ",0.43342304,0.4002601,0.43363297
200,10,37," None of these actions binds me, Arjuna. I am unattached to them, so they do not disturb my nature. ","  Of this universe I am the Father, Mother, Creator, Grandsire: I am what is to  be known, the sacred syllable AUM; the Rig, the Saman and the Yajus;     "," The votaries of the lesser Powers go to them; the devotees of spirits go to them; they who worship the Powers of Darkness, to such Powers shall they go; and so, too, those who worship Me shall come to Me. ",What to speak of the pious devotees of the saintly kings .,0.22071296,0.22501889,0.44569147
201,10,38,  Under my watchful eye the laws of nature take their course. Thus is the world set in motion; thus the animate and the inanimate are created. ,"  I am the Goal, the Sustainer, the Lord, the Witness, the Abode, the Refuge,  the Friend; the Origin, the End the Preservation, the Treasure house, the  Imperishable Seed.   "," Whatever a man offers to Me, whether it be a leaf, or a flower, of fruit, or water, I accept it, for it is offered with devotion and purity of mind. ","Become a devotee of Me and be My devotee, and please bow down to Me. You will come to Me and thus concentrating on Me in this way, devoted to Me.   ",0.34163806,0.39004284,0.3391049
202,10,39, The immature do not look beyond physical appearances to see my true nature as the Lord of all creation. ,"  I give heat; I hold back and pour forth rain; I am deathlessness and also  death. O Arjuna, Being and not-Being as well.   "," Whatever you do, whatever you do eat, whatever you do sacrifice and give, whatever austerities you practisest, do all as an offering to Me. "," KRISHNA:  Listen further, Arjuna, to my supreme teaching, which gives you such joy. Desiring your welfare, O strong-armed warrior, I will tell you more. ",0.24788623,0.456144,0.3537676
203,10,40," The knowledge of such deluded people is empty; their lives are fraught with disaster and evil, and their work and hopes are all in vain. ","  Followers of the three Vedas, who drink the soma juice and are purged of  sin, worship Me with sacrifice and pray for going to heaven; they reach the holy  world of the gods and enjoy in heaven the divine joys of the gods.   "," So shall your action be attended by no result, either good or bad; but through the spirit of renunciation you shall come to Me and be free. ","  Neither gods nor sages know my origin, for I am the source from which the gods and sages come. ",0.29327345,0.5155301,0.32294655
204,10,41,"  But truly great souls seek my divine nature. They worship me with a one-pointed mind, having realized that I am the eternal source of all. ","  They enjoy the vast world of heaven, and their merit spent, they enter the  world of the mortals; thus those who, following the Vedic law, long for the fruit  of their action earn but the round of birth and death.   "," I am the same to all beings. I favour none, and I hate none. But those who worship Me devotedly, they live in Me, and I in them. "," Whoever knows me as the Lord of all creation, without birth or beginning, knows the truth and frees himself from all evil. ",0.594503,0.3793847,0.5063913
205,10,42," Constantly striving, they make firm their resolve and worship me without wavering. Full of devotion, they sing of my divine glory. ","  As for those who worship Me, thinking on Me alone and nothing else, ever  attached to Me, I bear the burden of getting them what they need.   "," Even the most sinful, if he worship Me with his whole heart, shall be considered righteous, for he is treading the right path. ","  Discrimination, wisdom, understanding, forgiveness, truth, selfcontrol, and peace of mind; pleasure and pain, birth and death, fear and courage, honor and dishonor; ",0.29573956,0.30385852,0.21770287
206,11,1," He shall attain spirituality before long, and Eternal Peace shall be his. O Arjuna! Believe me, My devotee is never lost. "," O Krishna, you who stir up peoples hearts, tell me in detail your attributes and your powers; I can never tire of hearing your immortal words. ","  Of cleansing agents I am the Wind; of wielders of weapons, Rama; of fishes I  am the crocodile; of rivers the Ganges.   ","I do not know the origin of the demigods, nor the great sages, for I am the origin of all the demigods and the great sages.  ॥",0.20932561,0.26835942,0.3569908
207,11,2," For even the children of sinful parents, and those miscalled the weaker sex, and merchants, and labourers, if only they will make Me their refuge, they shall attain the Highest. ","  KRISHNA:  All right, Arjuna, I will tell you of my divine powers. I will mention only the most glorious; for there is no end to them. ","  Of creations I am the beginning, end and middle, O Arjuna; of sciences, the  science of spiritual knowledge; of debators, the right argument.   ","He who knows Me as the origin of the universe and the Supreme Personality of Godhead, who is not deluded by the Supreme Personality of Godhead, is freed from all sins.  ॥",0.48170772,0.3942705,0.43832576
208,11,3," What need then to mention the holy Ministers of God, the devotees and the saintly rulers? Do you, therefore, born in this changing and miserable world, do you too worship Me. ","  I am the true Self in the heart of every creature, Arjuna, and the beginning, middle, and end of their existence. ","  Of letters, the letter A; of compounds I am the dvandva; I am the  imperishable Time; I am the creator to be seen everywhere.   ","Intelligence, knowledge, non-delusion, forgiveness, truthfulness, restraint, happiness, pain, birth, fear and fearlessness.",0.17115489,0.20815772,0.22691569
209,11,4," Fix your mind on Me, devote yourself to Me, sacrifice for Me, surrender to Me, make Me the object of your aspirations, and you shall assuredly become one with Me, Who am yours own Self.” ","  Among the shining gods I am Vishnu; of luminaries I am the sun; among the storm gods I am Marichi, and in the night sky I am the moon. ","  All-seizing Death am I, as the source of things to be; in feminine virtues I am  Kirti (glory), Shri (beauty), Vak (speech), Smriti (memory), Medha  (intelligence), Dhriti (constancy) and Kshama (forgiveness).   ","Non-violence, equality, contentment, austerity, charity, fame and dishonor are the modes of nature of all living entities.",0.30953333,0.2355364,0.42633742
210,11,5,"The Supreme Personality of Godhead said: I shall now describe to you the most secret of envy. Knowing this knowledge with knowledge, you will be freed from all knowledge.   ","  Among scriptures I am the Sama Veda, and among the lesser gods I am Indra. Among the senses I am the mind, and in living beings I am consciousness. ","  Of Saman hymns I am Brihat Saman; of metres, Gayatri; of months I am  Margashirsha; of seasons, the spring.   ","In the past, the seven Manus, the four Manus, the sons of Me, whose minds were born of Me.  ॥",0.37346488,0.45094314,0.30103624
211,11,6,The royal knowledge is the secret of the king and is the most sacred and the supreme understanding of the righteous and the pious and the inexhaustible.   ,"  Among the Rudras I am Shankara. Among the spirits of the natural world I am Kubera, god of wealth, and Pavaka, the purifying fire. Among mountains I am Meru. ","  Of deceivers I am the dice-play; of the splendid the splendour; I am victory,  I am resolution, I am the goodness of the good.   ",There is no doubt that one who knows this opulence and mysticism of yoga in truth is absorbed in yoga.  ॥,0.2189869,0.32028893,0.14146066
212,11,7,O protector of the enemies of the enemy of the enemy of religion the men who are unbelieving in faith return to the path of death and this world.   ,"  Among priests I am Brihaspati, and among military leaders I am Skanda. Among bodies of water I am the ocean. ","  Of Vrishnis I am Krishna; of Pandavas Arjuna; of ascetics I am Vyasa;  and of seers, Ushanas.   ","I am the source of all living entities, thinking that I am the source of all things.  ॥",0.34503728,0.36472285,0.387373
213,11,8,I pervades this entire universe in the unmanifest form of the universe. I am not present in them. I am not present in them. .,"  Among the great seers I am Bhrigu, and among words, the syllable Om; I am the repetition of the holy name, and among mountains I am the Himalayas. ","  I am the rod of those that punish; the strategy of those seeking victory; of  secret things I am silence, and the knowledge of those that know.   ",They are always satisfied and delighted in my life and rejoice in my life and rejoice in my life. .,0.30358088,0.22588004,0.23203301
214,11,9,"Behold the Supreme Personality of Godhead, who is the Supreme Personality of Godhead, who is in all living entities, who is in all living entities.   ","  Among trees I am the ashvattha, the sacred fig; among the gandharvas, the heavenly musicians, I am Chitraratha. Among divine seers I am Narada, and among sages I am Kapila. ","  Whatever is the seed of every being, O Arjuna, that am I; there is nothing,  whether moving or fixed, that can be without Me.   ",Those who are constantly steadfast and who are always engaged in devotional service to those who worship Me are the means by which they attain Me. .,0.520921,0.40054092,0.47065538
215,11,10,Just understand that the air is always omnipresent in the sky and is omnipresent in all living entities.   ,"  I was born from the nectar of immortality as the primordial horse and as Indras noble elephant. Among human beings, I am the king. ",  there is no end to my divine manifestations; what extent of them I have told  you now is only by way of illustration.   ,"For the sake of compassion, I destroy the darkness of ignorance, and I destroy the illusory energy of knowledge. .",0.2692507,0.31036454,0.34518865
216,11,11,"O son of Kunti, at the end of a kalpa, I shall now release all living beings in the beginning of the kalpa.   ","  Among weapons I am the thunderbolt. I am Kamadhuk, the cow that fulfills all desires; I am Kandarpa, the power of sex, and Vasuki, the king of snakes. ","  Whatever is glorious, beautiful and mighty know you that all such has  issued from a fragment of My splendour.   ","Arjuna said: You are the Supreme Absolute Truth, the Supreme Personality of Godhead, the Supreme Personality of Godhead, the eternal Supreme Personality of Godhead, the original Supreme Personality of Godhead.",0.43679798,0.31358048,0.37941566
217,11,12,I again and again give up my own nature and release this entire village of living entities under the control of nature.   ,"  I am Ananta, the cosmic serpent, and Varuna, the god of water; I am Aryaman among the noble ancestors. Among the forces which restrain I am Yama, the god of death. ","  But why need you to learn this at great length, O Arjuna? With but a  part of Myself I stand upholding this universe.",I have told you all the sages devarshi Nārada,0.13895358,0.30047163,0.36919203
218,11,13,"O Arjuna, they do not bind Me, O Arjuna, as if they were indifferent and unattached to those activities. .","  Among animals I am the lion; among birds, the eagle Garuda. I am Prahlada, born among the demons, and of all that measures, I am time. ","“Lord Shri Krishna said: Now, O Prince! Listen to My supreme advice, which I give you for the sake of your welfare, for you are My beloved. ","O Keśava, I think all this is true, O Keśava, for you are not known as the demigods, nor do the demigods, nor the demons.  ॥",0.3772715,0.43230116,0.2111375
219,11,14,"O son of Kunti, by the cause of this cause, nature is born of Me, O son of Kunti. .","  Among purifying forces I am the wind; among warriors, Rama. Of water creatures I am the crocodile, and of rivers I am the Ganges. "," Neither the professors of divinity nor the great ascetics know My origin, for I am the source of them all. ","O Supreme Personality of Godhead, Lord of the universe, O Lord of the universe, You know Yourself, O Supreme Personality of Godhead.  ॥",0.49012554,0.38621646,0.49018604
220,11,15,"Fools despise Me, the Supreme Personality of Godhead, who does not know the Supreme Being, the Supreme Personality of Godhead, who takes refuge in the human form. .","  I am the beginning, middle, and end of creation. Of all the sciences I am the science of Self-knowledge, and I am logic in those who debate. "," He who knows Me as the unborn, without beginning, the Lord of the universe, he, stripped of his delusion, becomes free from all conceivable sin. ",Please explain to me the entire universe with all the splendors of self-realized souls by which you pervade these worlds.  ॥,0.46758363,0.42990428,0.5069334
221,11,16,They were in vain and were deluded by the knowledge of the deceased and became deluded by the demoniac nature of the demon.   ," Among letters I am A; among grammatical compounds I am the dvandva. I am infinite time, and the sustainer whose face is seen everywhere. "," Intelligence, wisdom, non-illusion, forgiveness, truth, self-control, calmness, pleasure, pain, birth, death, fear and fearlessness; ","O Lord, how can I meditate on You, who are always contemplating You, O Lord? You are to be contemplated by me, O Supreme Personality of Godhead. .",0.24385023,0.32860237,0.18124695
222,11,17,"The great souls, O son of Pṛthā, resort to Me, the divine nature, worship Me with exclusive minds, knowing that I am the Supreme Being, the beginning and the beginning.   ","  I am death, which overcomes all, and the source of all beings still to be born. I am the feminine qualities: fame, beauty, perfect speech, memory, intelligence, loyalty, and forgiveness. "," Harmlessness, equanimity, contentment, austerity, beneficence, fame and failure, all these, the characteristics of beings, spring from Me only. ","O Lord Janārdana, please explain to me more of myself in detail, for I am very much pleased with me.  ॥",0.4948909,0.45205104,0.40238872
223,11,18,Those who are constantly engaged in chanting Me and strive to keep their vows and who are always steadfast in devotional service and worship Me with devotion.   ,"  Among the hymns of the Sama Veda I am the Brihat; among poetic meters, the Gayatri. Among months I am Margashirsha, first of the year; among seasons I am spring, that brings forth flowers. "," The seven Great Seers, the Progenitors of mankind, the Ancient Four, and the Lawgivers were born of My Will and come forth direct from Me. The race of mankind has sprung from them. ","O best of the Kurus, I shall now explain to you the divine opulences of my own self-realized souls. I shall now explain to you in detail. .",0.37188816,0.34500572,0.43197393
224,11,19,"Others worship Me by performing the sacrifice of knowledge and worship Me in many ways in oneness, separately, in many ways.   ","  I am the gambling of the gambler and the radiance in all that shines. I am effort, I am victory, and I am the goodness of the virtuous. "," He who rightly understands My manifested glory and My Creative Power, beyond doubt attains perfect peace. ","O Gudakesha, I am the Self, and I am situated in the hearts of all living beings. I am the beginning, the middle and the end of all living entities.  ॥",0.47366476,0.427663,0.46646142
225,11,20,"I am the sacrifice, I am the sacrifice, I am the sacrifice, I am the medicine. I am the mantra, I am the sacrifice, and I am the sacrifice.   ","  Among the Vrishnis I am Krishna, and among the Pandavas I am Arjuna. Among sages I am Vyasa, and among poets, Ushanas. ", I am the source of all; from Me everything flows. Therefore the wise worship Me with unchanging devotion. ,Among the suns I am Lord Viṣṇu among the luminaries among the luminaries among the suns I am Marichi among the Maruts among the constellations I am the moon  ॥,0.39306533,0.60272133,0.40722018
226,11,21,"I am the father of the universe, the mother, the mother, the grandfather, the sacred omkara, the Ṛk, the Sāma and Yajur Veda. .","  I am the scepter which metes out punishment, and the art of statesmanship in those who lead. I am the silence of the unknown and the wisdom of the wise. "," With minds concentrated on Me, with lives absorbed in Me, and enlightening each other, they ever feel content and happy. ",Among the Vedas I am the Sāma Veda among the demigods I am Vāsava among the senses I am the mind of the senses I am the consciousness of all living beings  ॥,0.6315805,0.51606727,0.4808925
227,11,22,"The destination is the master, the master is the witness, the dwelling place is the shelter, the friend is the source, the annihilation, the place, the treasure, the inexhaustible seed.   ","  I am the seed that can be found in every creature, Arjuna; for without me nothing can exist, neither animate nor inanimate. "," To those who are always devout and who worship Me with love, I give the power of discrimination, which leads them to Me. ",Among the Rudras I am Lord Śiva among the Rudras and among the Yakshas and Rākṣasas I am the fire among the Vasus and among the peaks I am the fire  ॥,0.35427886,0.46720898,0.3627923
228,11,23,"O Arjuna, I am heating up the rain, I am restraining the rain. .","  But there is no end to my divine attributes, Arjuna; these I have mentioned are only a few. "," By My grace, I live in their hearts; and I dispel the darkness of ignorance by the shining light of wisdom. ","O son of Pṛthā, know Me as the chief among the priests, Bṛhaspati, among the armies I am Skanda, and I am the ocean of the lakes.  ॥",0.43856776,0.37680835,0.3073251
229,11,24,"The threefold knowledge of the demigods, who are purified by the sacrifices of pure sins, worship Me and pray for heaven after attaining heaven.   "," Wherever you find strength, or beauty, or spiritual power, you may be sure that these have sprung from a spark of my essence. "," Arjuna asked: You are the Supreme Spirit, the Eternal Home, the Holiest of the Holy, the Eternal Divine Self, the Primal God, the Unborn and the Omnipresent. ","I am Bhṛgu among the great sages, and I am the one syllable of the Supreme Personality of Godhead. .",0.43689287,0.37289244,0.53111386
230,11,25,"After enjoying the great world of heaven, they enter into the world of heavenly planets, and when they have attained the customs of the Trinity, they will attain the same way as they have attained the path of the Trinity.   ","  But of what use is it to you to know all this, Arjuna? Just remember that I am, and that I support the entire cosmos with only a fragment of my being."," So have said the seers and the divine sage Narada; as well as Asita, Devala and Vyasa; and You Yourself also say it. ","The sage Kapila was the son of Kītāratha among the Gandharvas, the gandharvas and the great sages of all the śiddhas. .",0.14508516,0.25283837,0.3018775
231,11,26,"Those who worship Me, thinking of Me, are always engaged in the practice of yoga, I shall bear the safety of yoga.   ","  Yet once more, O Arjuna, here My supreme word, which I will utter to  you, gratified one, for your benefit.   "," I believe in what You have said, my Lord! For neither the godly not the godless comprehend Your manifestation. ",Know Me to be the nectar of the horses of the horses and the king of the elephants and the king of men  ॥,0.37913543,0.45511776,0.39180318
232,11,27,"O son of Kunti, those who are devoted to other demigods and who worship Me with faith are also sacrificed to Me.   ","  Neither the gods nor the great seers know My origin; for I am, every way, the  origin of them both.   "," You alone know Yourself, by the power of Your Self; You the Supreme Spirit, the Source and Master of all being, the Lord of Lords, the Ruler of the Universe. ",Among the weapons I am the thunderbolt among the cows I am the milk of the desires I am the progenitor of the sons of Cupid and I am Vāsuki among the serpents .,0.3938518,0.43280327,0.39054787
233,11,28,I am the enjoyer and master of all sacrifices but they do not know Me in truth.   ,"  He who knows Me, the great lord of the worlds, as birthless and without  beginning, he among mortals, undeluded, is released from sins.   "," Please tell me all about Your glorious manifestations, by means of which You pervade the world. ",Among the forefathers I am Varuṇa among the serpents I am infinite among the serpents I am Yama among the forefathers I am Yama among the controllers .,0.36197215,0.4912988,0.45612875
234,11,29,"Those who are devoted to the demigods go to the demigods, the forefathers, the forefathers, the vows of all living entities. .","  Discernment, knowledge, freedom from delusion, long suffering, truth,  self-restraint, inward calm, pleasure, pain, birth, death, fear and fearlessness;   "," O Master! How shall I, by constant meditation, know You? My Lord! What are Your various manifestations through which I am to mediate on You? ","I am Prahlāda among the demons, and among the mergers I am the deer among the deer. I am the lion among the birds. .",0.40148062,0.24393901,0.37033647
235,11,30,"I offer myself with devotion to the Supreme Personality of Godhead who offers me leaves, flowers, fruits and water with devotion to Me. .","  Non-violence, even-mindedness, contentment, austerity, beneficence, good  and ill fame,—all these various attributes of creatures proceed verily from Me.   "," Tell me again, I pray, about the fullness of Your power and Your glory; for I feel that I am never satisfied when I listen to Your immortal words. ",Among the winds among the winds I am Rama among the bearers of weapons I am the crocodile among the fish I am the source of the streams I am the Jahnavi  ॥,0.41286176,0.3474499,0.40234762
236,11,31,"Whatever you do, O son of Kunti, please do whatever you do, O son of Kunti.   ","  The seven great seers, the ancient four, and the Manus too were born of Me  and of My mind, and of them were born all the creatures in the world.   "," Lord Shri Krishna replied: So be it, My beloved friend! I will unfold to you some of the chief aspects of My glory. Of its full extent there is no end. ",O Arjuna I am the beginning and the end of all creations I am the knowledge of the spiritual knowledge among the learned  ॥,0.31131732,0.5623096,0.49799812
237,11,32,You will be freed from the fruits of your actions by the fruits of auspicious rituals and by the practice of renunciation and yoga You will be liberated. .,  He who knows in truth My immanence and My yoga becomes gifted with  unshakable yoga; of this there is no doubt.   ," O Arjuna! I am the Self, seated in the hearts of all beings; I am the beginning and the life, and I am the end of them all. ","I am the duality of the syllables of the syllables, and I am the infinitesimal time. .",0.14795485,0.27702487,0.4526168
238,11,33,I am equal to all living beings and I am not hated by Me. Those who worship Me in Me and who worship Me in Me in Me. .,"  I am the source of all, all proceeds from me; knowing this, the wise worship  Me with hearts full of devotion.   "," Of all the creative Powers I am the Creator, of luminaries the Sun; the Whirlwind among the winds, and the Moon among planets. ","I am death, the destroyer of all, and I am the source of all knowledge.  ॥",0.47967798,0.6323243,0.51013696
239,11,34,"If a person who is very difficult to conduct himself is a devotee of Me, he should be considered as a saintly person. .","  With me in their thoughts, their whole soul devoted to Me, teaching one  another, with me ever on their lips, they live in contentment and joy.   "," Of the Vedas I am the Hymns, I am the Electric Force in the Powers of Nature; of the senses I am the Mind; and I am the Intelligence in all that lives. ","The Gāyatrī Sāma and the Gāyatrī are the same as the Gāyatrī mantra, and the month of Margaśīrṣa is the month of Mārgaśīrṣa. .",0.09906401,0.1386481,0.20662348
240,11,35,"O son of Kunti, I will soon become a righteous person who has attained eternal peace.   ","  To these, ever in tune with Me worshipping me with affectionate devotion, I  give the power of selfless action, whereby they come to Me.   "," Among Forces of Vitality I am the life, I am Mammon to the heathen and the godless; I am the Energy in fire, earth, wind, sky, heaven, sun, moon and planets; and among mountains I am the Mount Meru. ",I am the effulgence of the effulgence of the effulgence of those who are deceived by the gambling I am the victory I am the determination I am the mode of goodness among the virtuous .,0.3752777,0.41472074,0.45640332
241,11,36,"O son of Pṛthā, those who take refuge in Me, O son of Pṛthā, who are born of sinful deeds, who are alive and who are alive, attain to the supreme destination.   ","  Out of every compassion for them, I who dwell in their hearts, destroy the  darkness, born of ignorance, with the refulgent lamp of knowledge.  Arjuna Said:   "," Among the priests, know, O Arjuna, that I am the Apostle Brihaspati; of generals I am Skanda, the Commander-in-Chief, and of waters I am the Ocean. ","Among the Vṛṣṇis, I am Vāsudeva among the Pāṇḍavas, and among the sages among the sages I am Vyāsa, and among the poets I am Vyāsa. .",0.38375172,0.35420215,0.5793462
242,11,37,What to speak of the pious devotees of the saintly kings .,"  Lord! You are the supreme Brahman, the supreme Abode, the supreme  Purifier! Everlasting Celestial Being, the Primal God, Unborn, All-pervading.   "," Of the great seers I am Bhrigu, of words I am Om, of offerings I am the silent prayer, among things immovable I am the Himalayas. ",I am punishment for those who control the punishment of those who desire to conquer among the secrets I am the knowledge of the secrets .,0.32191932,0.45094493,0.35646608
243,11,38,"Become a devotee of Me and be My devotee, and please bow down to Me. You will come to Me and thus concentrating on Me in this way, devoted to Me.   ","  Thus have all the seers—the divine seer Narada, Asita, Devala,  Vyasa—declared You; and You Yourself do tell me so.   "," Of trees I am the sacred Fig-tree, of the Divine Seers Narada, of the heavenly singers I am Chitraratha, their Leader, and of sages I am Kapila. ","O Arjuna, I am the seed of all living entities, O Arjuna, and without Me, all moving and nonmoving beings exist. .",0.28013116,0.421937,0.46273935
244,11,39," KRISHNA:  Listen further, Arjuna, to my supreme teaching, which gives you such joy. Desiring your welfare, O strong-armed warrior, I will tell you more. ","  All that You tell me is true, I know, O Krishna, verily, Lord, neither the  gods nor the demons know Your manifestation.   "," Know that among horses I am Pegasus, the heaven-born; among the lordly elephants I am the White one, and I am the Ruler among men. ","O destroyer of enemies, I have described the details of the glories of the Supreme Personality of Godhead.  ॥",0.5233816,0.51678103,0.4423919
245,11,40,"  Neither gods nor sages know my origin, for I am the source from which the gods and sages come. ","  Yourself alone You know by Yourself, O Krishna, O Source and  Lord of all beings, God of Gods, O Ruler of the universe.   "," I am the Thunderbolt among weapons; of cows I am the Cow of Plenty, I am Passion in those who procreate, and I am the Cobra among serpents. ",Please understand that whatever is glorious or opulent or powerful is born of My effulgence. .,0.45483792,0.31981182,0.30592358
246,11,41," Whoever knows me as the Lord of all creation, without birth or beginning, knows the truth and frees himself from all evil. ","  Indeed You ought to tell me of all Your manifestations, without a  remainder, whereby You do pervade the worlds.   "," I am the King-python among snakes, I am the Aqueous Principle among those that live in water, I am the Father of fathers, and among rulers I am Death. ","Or else, O Arjuna, what is the use of this great thing? I am sitting in the entire universe with one part of the universe.  ॥",0.41037917,0.40599597,0.22299272
247,11,42,"  Discrimination, wisdom, understanding, forgiveness, truth, selfcontrol, and peace of mind; pleasure and pain, birth and death, fear and courage, honor and dishonor; ","  O Yogin! constantly meditating on You, how am I to know You? In what  various aspects am I to think of You, O Lord?    ", And I am the devotee Prahlad among the heathen; of Time I am the Eternal Present; I am the Lion among beasts and the Eagle among birds. , ARJUNA:  Out of compassion you have taught me the supreme mystery of the Self. Through your words my delusion is gone. ,0.28387457,0.38925,0.4279294
